Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9
160509,LORETO,REQUENA,TAPICHE,952,"29,4","55,4",9,624
160510,LORETO,REQUENA,JENARO HERRERA,5092,"38,4","64,1",7,329
160511,LORETO,REQUENA,YAQUERANA,2263,"36,1","60,8",8,409
160601,LORETO,UCAYALI,CONTAMANA,28258,"24,5","42,2",11,968
160603,LORETO,UCAYALI,PADRE MÁRQUEZ,3503,"41,6","63,3",7,279
160604,LORETO,UCAYALI,PAMPA HERMOSA,6200,"42,2","61,3",7,305
160605,LORETO,UCAYALI,SARAYACU,15234,42,59,7,348
160606,LORETO,UCAYALI,VARGAS GUERRA,7543,"38,9","56,6",8,438
160701,LORETO,DATEM DEL MARAÑÓ,BARRANCA,15950,"29,1","47,1",10,793
160702,LORETO,DATEM DEL MARAÑÓ,CAHUAPANAS,7942,41,"61,3",7,332
160703,LORETO,DATEM DEL MARAÑÓ,MANSERICHE,9451,"37,6","61,4",7,376
160704,LORETO,DATEM DEL MARAÑÓ,MORONA,4557,31,"49,2",9,707
160705,LORETO,DATEM DEL MARAÑÓ,PASTAZA,6170,"33,7","52,2",9,608
160706,LORETO,DATEM DEL MARAÑÓ,ANDOAS,15800,"35,4","59,6",8,445
160801,LORETO,PUTUMAYO,PUTUMAYO,4384,"28,6","50,4",10,737
160802,LORETO,PUTUMAYO,ROSA PANDURO,615,"23,3","51,5",10,819
160803,LORETO,PUTUMAYO,TENIENTE MANUEL CLAVE,2616,"30,8","53,9",9,628
160804,LORETO,PUTUMAYO,YAGUAS,1559,"49,4","72,4",5,107
170101,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,100011,"3,1","6,4",22,1813
170102,MADRE DE DIOS,TAMBOPATA,INAMBARI,15132,"3,3","8,1",22,1798
170103,MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,18553,"2,5","7,2",22,1812
170104,MADRE DE DIOS,TAMBOPATA,LABERINTO,6518,"5,2","14,7",19,1732
170201,MADRE DE DIOS,MANU,MANU,2373,"2,3","19,2",19,1710
170202,MADRE DE DIOS,MANU,FITZCARRALD,1547,"7,8",26,16,1536
170203,MADRE DE DIOS,MANU,MADRE DE DIOS,6553,"0,2","3,6",24,1857
170204,MADRE DE DIOS,MANU,HUEPETUHE,10645,"3,9","9,7",21,1780
170301,MADRE DE DIOS,TAHUAMANU,IÑAPARI,3227,"0,1","4,2",24,1854
170302,MADRE DE DIOS,TAHUAMANU,IBERIA,5784,"4,2",11,20,1767
170303,MADRE DE DIOS,TAHUAMANU,TAHUAMANU,3468,"0,8",6,23,1831
180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,74486,"5,7","8,3",20,1776
180102,MOQUEGUA,MARISCAL NIETO,CARUMAS,2197,"17,7","35,3",13,1202
180103,MOQUEGUA,MARISCAL NIETO,CUCHUMBAYA,723,"17,7","35,3",13,1203
180104,MOQUEGUA,MARISCAL NIETO,SAMEGUA,9804,"2,7","7,7",22,1804
180105,MOQUEGUA,MARISCAL NIETO,SAN CRISTÓBAL,1588,"25,2","54,7",9,720
180106,MOQUEGUA,MARISCAL NIETO,TORATA,6753,"0,9","11,2",22,1795
180201,MOQUEGUA,GENERAL SÁNCHEZ CE,OMATE,3117,"3,8","11,1",20,1769
180202,MOQUEGUA,GENERAL SÁNCHEZ CE,CHOJATA,576,"17,4","31,2",14,1286
180203,MOQUEGUA,GENERAL SÁNCHEZ CE,COALAQUE,965,"10,6","23,6",16,1528
180204,MOQUEGUA,GENERAL SÁNCHEZ CE,ICHUÑA,3014,"27,2","41,6",11,935
180205,MOQUEGUA,GENERAL SÁNCHEZ CE,LA CAPILLA,547,"10,6","23,6",16,1529
180206,MOQUEGUA,GENERAL SÁNCHEZ CE,LLOQUE,493,"17,4","31,2",14,1287
180207,MOQUEGUA,GENERAL SÁNCHEZ CE,MATALAQUE,402,"15,9",44,12,1089
180208,MOQUEGUA,GENERAL SÁNCHEZ CE,PUQUINA,2512,"10,6","23,6",16,1530
180209,MOQUEGUA,GENERAL SÁNCHEZ CE,QUINISTAQUILLAS,480,"2,8","17,3",19,1731
180210,MOQUEGUA,GENERAL SÁNCHEZ CE,UBINAS,1574,"17,4","31,2",14,1288
180211,MOQUEGUA,GENERAL SÁNCHEZ CE,YUNGA,823,"17,4","31,2",14,1289
180301,MOQUEGUA,ILO,ILO,70753,"4,6","7,8",22,1792
180302,MOQUEGUA,ILO,EL ALGARROBAL,7257,"1,7","16,1",19,1749
180303,MOQUEGUA,ILO,PACOCHA,4676,"0,2","1,8",25,1865
190101,PASCO,PASCO,CHAUPIMARCA,26924,"19,8","29,4",14,1264
190102,PASCO,PASCO,HUACHÓN,4601,"37,6","57,6",8,442
190103,PASCO,PASCO,HUARIACA,6925,"28,1","47,5",10,810
190104,PASCO,PASCO,HUAYLLAY,9451,"16,8","28,8",14,1350
190105,PASCO,PASCO,NINACACA,4137,"36,4","57,4",8,464
190106,PASCO,PASCO,PALLANCHACRA,1551,"42,9","67,8",6,193
190107,PASCO,PASCO,PAUCARTAMBO,9858,"39,2","55,1",8,451
190108,PASCO,PASCO,SAN FCO.DE ASIS DE YARU,3818,"34,9","58,2",8,474
190109,PASCO,PASCO,SIMÓN BOLÍVAR,12708,"17,4","36,5",12,1186
190110,PASCO,PASCO,TICLACAYAN,2847,"43,6","65,7",6,211
190111,PASCO,PASCO,TINYAHUARCO,7278,12,"26,7",15,1450
190112,PASCO,PASCO,VICCO,3802,20,"40,3",12,1080
190113,PASCO,PASCO,YANACANCHA,31264,"12,9","24,5",15,1489
190201,PASCO,DANIEL ALCIDES CARR,YANAHUANCA,11495,"34,6","57,9",8,484
190202,PASCO,DANIEL ALCIDES CARR,CHACAYAN,1820,"40,9","66,5",6,240
190203,PASCO,DANIEL ALCIDES CARR,GOYLLARISQUIZGA,1445,"41,2","65,9",6,244
190204,PASCO,DANIEL ALCIDES CARR,PAUCAR,1779,"41,1","64,1",7,276
190205,PASCO,DANIEL ALCIDES CARR,SAN PEDRO DE PILLAO,1377,"38,3","59,3",7,397
190206,PASCO,DANIEL ALCIDES CARR,SANTA ANA DE TUSI,23986,"62,9","81,4",3,21
190207,PASCO,DANIEL ALCIDES CARR,TAPUC,2180,"36,4","62,6",7,378
190208,PASCO,DANIEL ALCIDES CARR,VILCABAMBA,2097,"33,9","55,4",8,547
190301,PASCO,OXAPAMPA,OXAPAMPA,17255,"16,3","26,3",14,1396
190302,PASCO,OXAPAMPA,CHONTABAMBA,6412,"16,3","26,3",14,1397
190303,PASCO,OXAPAMPA,HUANCABAMBA,7028,"25,7","41,1",11,966
190304,PASCO,OXAPAMPA,PALCAZU,8076,29,"46,1",10,814
190305,PASCO,OXAPAMPA,POZUZO,4580,"27,9","45,1",10,854
190306,PASCO,OXAPAMPA,PUERTO BERMÚDEZ,21511,"39,6",56,8,434
190307,PASCO,OXAPAMPA,VILLA RICA,18610,"23,3","36,7",12,1088
190308,PASCO,OXAPAMPA,CONSTITUCIÓN,17089,"24,7","48,6",10,844
200101,PIURA,PIURA,PIURA,177748,5,"14,6",19,1734
200104,PIURA,PIURA,CASTILLA,183759,"10,8","21,7",16,1557
200105,PIURA,PIURA,CATACAOS,80950,"23,2","40,6",11,1015
200107,PIURA,PIURA,CURA MORI,20065,"23,2","40,6",11,1016
200108,PIURA,PIURA,EL TALLÁN,5628,"27,3","54,1",9,685
200109,PIURA,PIURA,LA ARENA,41286,"23,8","52,4",10,796
200110,PIURA,PIURA,LA UNIÓN,44355,"23,2","40,6",11,1017
200111,PIURA,PIURA,LAS LOMAS,29241,"28,1","54,9",9,658
200114,PIURA,PIURA,TAMBO GRANDE,124028,"24,6","51,5",10,797
200115,PIURA,PIURA,VEINTISÉIS DE OCTUBRE,187787,"10,8","21,7",16,1558
200201,PIURA,AYABACA,AYABACA,32889,"41,8","64,3",6,263
200202,PIURA,AYABACA,FRÍAS,21370,"49,3","73,5",5,103
200203,PIURA,AYABACA,JILILI,2675,"37,4","65,5",7,322
200204,PIURA,AYABACA,LAGUNAS,5816,56,80,4,43
200205,PIURA,AYABACA,MONTERO,6628,"33,3","60,6",8,461
200206,PIURA,AYABACA,PACAIPAMPA,23262,57,"77,4",4,49
200207,PIURA,AYABACA,PAIMAS,10382,"31,1","56,9",8,576
200208,PIURA,AYABACA,SAPILLICA,11065,"50,7","73,3",5,99
200209,PIURA,AYABACA,SICCHEZ,1642,"33,2","59,2",8,485
200210,PIURA,AYABACA,SUYO,12008,"23,6","47,5",10,891
200301,PIURA,HUANCABAMBA,HUANCABAMBA,29446,"31,9","55,1",8,590
200302,PIURA,HUANCABAMBA,CANCHAQUE,7628,"23,7","46,5",10,908
200303,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTE,11797,"39,9","65,6",6,270
200304,PIURA,HUANCABAMBA,HUARMACA,37489,"41,8","66,6",6,220
200305,PIURA,HUANCABAMBA,LALAQUIZ,4181,"38,8","65,4",7,294
200306,PIURA,HUANCABAMBA,SAN MIGUEL DE EL FAIQUE,9395,32,"54,1",9,604
200307,PIURA,HUANCABAMBA,SONDOR,7425,"40,2","65,7",6,265
200308,PIURA,HUANCABAMBA,SONDORILLO,11172,"41,5","68,6",6,199
200401,PIURA,MORROPON,CHULUCANAS,89735,"21,2","39,9",12,1059
200402,PIURA,MORROPON,BUENOS AIRES,10211,"21,2","39,9",12,1060
200403,PIURA,MORROPON,CHALACO,7746,"38,7","61,3",7,364
200404,PIURA,MORROPON,LA MATANZA,15047,"24,8","52,6",10,766
200405,PIURA,MORROPON,MORROPON,16052,"21,2","39,9",12,1061
200406,PIURA,MORROPON,SALITRAL,9086,"26,3","53,9",9,705
200407,PIURA,MORROPON,SAN JUAN DE BIGOTE,6710,"30,6","58,7",8,548
200408,PIURA,MORROPON,SANTA CATALINA DE MOSS,3813,31,"56,6",8,584
200409,PIURA,MORROPON,SANTO DOMINGO,6029,"28,4","53,1",9,682
200410,PIURA,MORROPON,YAMANGO,8764,"41,2","68,5",6,204
200501,PIURA,PAITA,PAITA,101905,"10,7","30,4",15,1414
200502,PIURA,PAITA,AMOTAPE,2526,"13,6","32,5",14,1337
200503,PIURA,PAITA,ARENAL,1249,"5,5","24,2",16,1596
200504,PIURA,PAITA,COLAN,16953,"20,8","37,6",12,1116
200505,PIURA,PAITA,LA HUACA,14170,"13,6","32,5",14,1338
200506,PIURA,PAITA,TAMARINDO,5330,"20,8","37,6",12,1117
200507,PIURA,PAITA,VICHAYAL,6156,"20,8","37,6",12,1118
200601,PIURA,SULLANA,SULLANA,189351,"12,4","26,4",15,1447
200602,PIURA,SULLANA,BELLAVISTA,38905,"12,4","26,4",15,1448
200603,PIURA,SULLANA,IGNACIO ESCUDERO,21676,"19,2","36,9",12,1160
200604,PIURA,SULLANA,LANCONES,13286,"23,4","51,1",10,825
200605,PIURA,SULLANA,MARCAVELICA,32265,17,"32,8",14,1252
200606,PIURA,SULLANA,MIGUEL CHECA,10210,"19,2","36,9",12,1161
200607,PIURA,SULLANA,QUERECOTILLO,28130,17,"32,8",14,1253
200608,PIURA,SULLANA,SALITRAL,7667,"12,4","26,4",15,1449
200701,PIURA,TALARA,PARIÑAS,104973,"9,1",22,16,1567
200702,PIURA,TALARA,EL ALTO,8969,"9,1",22,16,1568
200703,PIURA,TALARA,LA BREA,13192,"9,1",22,16,1569
200704,PIURA,TALARA,LOBITOS,1384,"2,1",15,20,1755
200705,PIURA,TALARA,LOS ÓRGANOS,11634,"9,1",22,16,1570
200706,PIURA,TALARA,MÁNCORA,14116,"8,2","26,7",16,1519
200801,PIURA,SECHURA,SECHURA,50892,"15,3","36,3",14,1223
200802,PIURA,SECHURA,BELLAVISTA DE LA UNIÓN,5210,"10,4","30,8",15,1412
200803,PIURA,SECHURA,BERNAL,7674,23,"43,8",11,964
200804,PIURA,SECHURA,CRISTO NOS VALGA,4948,"22,3","46,6",11,932
200805,PIURA,SECHURA,VICE,17732,23,"43,8",11,965
200806,PIURA,SECHURA,RINCONADA LLICUAR,3141,"15,3","36,3",14,1224
20101,ÁNCASH,HUARAZ,HUARAZ,68466,"7,8","12,7",19,1726
20102,ÁNCASH,HUARAZ,COCHABAMBA,1698,"37,4","64,7",7,334
20103,ÁNCASH,HUARAZ,COLCABAMBA,274,29,"51,7",9,697
20104,ÁNCASH,HUARAZ,HUANCHAY,1652,"20,5","45,9",11,971
20105,ÁNCASH,HUARAZ,INDEPENDENCIA,87112,"8,2","14,8",18,1693
20107,ÁNCASH,HUARAZ,LA LIBERTAD,1110,"26,6","54,3",9,693
20108,ÁNCASH,HUARAZ,OLLEROS,2507,"18,4","36,7",12,1174
20109,ÁNCASH,HUARAZ,PAMPAS,998,"32,6",60,8,483
20110,ÁNCASH,HUARAZ,PARIACOTO,5235,"20,4","43,6",11,1009
20111,ÁNCASH,HUARAZ,PIRA,3489,29,"51,7",9,698
20112,ÁNCASH,HUARAZ,TARICA,7529,"18,4","36,7",12,1175
20201,ÁNCASH,AIJA,AIJA,2182,"11,4","30,1",15,1411
20202,ÁNCASH,AIJA,CORIS,1649,"27,4",53,9,701
20203,ÁNCASH,AIJA,HUACLLAN,358,"13,4","40,9",12,1182
20204,ÁNCASH,AIJA,LA MERCED,1517,"26,4","52,9",9,731
20205,ÁNCASH,AIJA,SUCCHA,727,12,"34,1",14,1341
20301,ÁNCASH,ANTONIO RAYMONDI,LLAMELLÍN,3413,"16,5","33,8",14,1246
20302,ÁNCASH,ANTONIO RAYMONDI,ACZO,1958,"33,9","62,8",8,411
20303,ÁNCASH,ANTONIO RAYMONDI,CHACCHO,1346,"31,9","57,4",8,551
20304,ÁNCASH,ANTONIO RAYMONDI,CHINGAS,1946,"21,3","42,4",11,1014
20305,ÁNCASH,ANTONIO RAYMONDI,MIRGAS,4135,"41,5","65,1",6,250
20306,ÁNCASH,ANTONIO RAYMONDI,SAN JUAN DE RONTOY,1152,"28,1",52,9,709
20401,ÁNCASH,ASUNCION,CHACAS,4787,"21,2","39,6",12,1068
20402,ÁNCASH,ASUNCION,ACOCHACA,2923,"27,4","48,4",10,808
20501,ÁNCASH,BOLOGNESI,CHIQUIÁN,4087,"9,4","25,5",16,1520
20502,ÁNCASH,BOLOGNESI,ABELARDO PARDO LEZAME,215,"14,7","30,8",14,1351
20503,ÁNCASH,BOLOGNESI,ANTONIO RAYMONDI,1020,30,"54,2",9,641
20504,ÁNCASH,BOLOGNESI,AQUIA,2079,"17,5","39,4",12,1148
20505,ÁNCASH,BOLOGNESI,CAJACAY,1868,"13,6","30,5",14,1378
20506,ÁNCASH,BOLOGNESI,CANIS,279,"23,2","43,5",11,969
20507,ÁNCASH,BOLOGNESI,COLQUIOC,2348,"5,8","21,1",17,1641
20508,ÁNCASH,BOLOGNESI,HUALLANCA,6473,"20,1","37,1",12,1145
20509,ÁNCASH,BOLOGNESI,HUASTA,1341,"24,3","48,2",10,862
20510,ÁNCASH,BOLOGNESI,HUAYLLACAYÁN,1365,"32,4","61,2",8,468
20511,ÁNCASH,BOLOGNESI,LA PRIMAVERA,444,"23,9","51,2",10,815
20512,ÁNCASH,BOLOGNESI,MANGAS,515,"23,2","43,5",11,970
20513,ÁNCASH,BOLOGNESI,PACLLÓN,874,"14,7","30,8",14,1352
20514,ÁNCASH,BOLOGNESI,SAN MIGUEL DE CORPANQ,471,"14,7","30,8",14,1353
20515,ÁNCASH,BOLOGNESI,TICLLOS,633,"22,8","49,2",10,881
20601,ÁNCASH,CARHUAZ,CARHUAZ,16675,"16,8","33,8",14,1244
20602,ÁNCASH,CARHUAZ,ACOPAMPA,2794,"19,4","32,9",13,1210
20603,ÁNCASH,CARHUAZ,AMASHCA,1520,23,"50,2",10,845
20604,ÁNCASH,CARHUAZ,ANTA,2598,"33,7","58,5",8,490
20605,ÁNCASH,CARHUAZ,ATAQUERO,1617,"27,6","56,4",9,645
20606,ÁNCASH,CARHUAZ,MARCARÁ,10782,"16,3","32,7",14,1270
20607,ÁNCASH,CARHUAZ,PARIAHUANCA,1455,"19,4","32,9",13,1211
20608,ÁNCASH,CARHUAZ,SAN MIGUEL DE ACO,2502,"45,7","73,3",5,123
20609,ÁNCASH,CARHUAZ,SHILLA,2915,"19,4","32,9",13,1212
20610,ÁNCASH,CARHUAZ,TINCO,3861,23,"46,1",11,928
20611,ÁNCASH,CARHUAZ,YUNGAR,3288,"24,2","44,5",11,936
20701,ÁNCASH,CARLOS F. FITZCARRA,SAN LUIS,11083,"23,7","46,8",10,902
20702,ÁNCASH,CARLOS F. FITZCARRA,SAN NICOLÁS,3233,"39,7","66,6",6,255
20703,ÁNCASH,CARLOS F. FITZCARRA,YAUYA,4180,"35,2",58,8,473
20801,ÁNCASH,CASMA,CASMA,40363,"11,9","21,4",16,1543
20803,ÁNCASH,CASMA,COMANDANTE NOEL,2340,"7,6","20,3",17,1626
20901,ÁNCASH,CORONGO,CORONGO,1790,"29,2","52,3",9,683
20902,ÁNCASH,CORONGO,ACO,380,28,"60,6",8,568
20903,ÁNCASH,CORONGO,BAMBAS,481,"46,9",77,5,100
20904,ÁNCASH,CORONGO,CUSCA,2881,"21,3","50,9",10,873
20905,ÁNCASH,CORONGO,LA PAMPA,1078,"20,8",45,11,983
20906,ÁNCASH,CORONGO,YÁNAC,666,"37,6","67,2",7,280
20907,ÁNCASH,CORONGO,YUPÁN,741,"36,4","65,3",7,339
21002,ÁNCASH,HUARI,ANRA,1414,"28,1","55,1",9,654
21003,ÁNCASH,HUARI,CAJAY,2661,"33,4","59,7",8,477
21004,ÁNCASH,HUARI,CHAVÍN DE HUÁNTAR,8462,"19,3","39,6",12,1110
21005,ÁNCASH,HUARI,HUACACHI,1841,"22,8","49,8",10,860
21006,ÁNCASH,HUARI,HUACCHIS,1401,"21,5",47,11,940
21007,ÁNCASH,HUARI,HUACHIS,3589,19,"37,9",12,1146
21008,ÁNCASH,HUARI,HUANTAR,2746,"20,5","45,7",11,973
21009,ÁNCASH,HUARI,MASIN,1360,19,"37,9",12,1147
21010,ÁNCASH,HUARI,PAUCAS,1565,"20,7","40,2",12,1064
210101,PUNO,PUNO,PUNO,143867,"8,7","16,9",18,1658
210102,PUNO,PUNO,ACORA,23439,"35,4","58,3",8,467
210103,PUNO,PUNO,AMANTANI,3430,39,"79,8",5,127
210104,PUNO,PUNO,ATUNCOLLA,4739,"34,6",70,7,284
210105,PUNO,PUNO,CAPACHICA,7167,"33,5","58,8",8,488
210106,PUNO,PUNO,CHUCUITO,7380,"28,3","53,4",9,677
210107,PUNO,PUNO,COATA,6898,"45,6","76,7",5,106
210108,PUNO,PUNO,HUATA,2904,"26,5","55,1",9,679
210109,PUNO,PUNO,MAÑAZO,5345,"32,8","62,1",8,447
21011,ÁNCASH,HUARI,PONTO,2725,"28,4","52,4",9,694
210110,PUNO,PUNO,PAUCARCOLLA,4368,"42,4","76,2",5,130
210111,PUNO,PUNO,PICHACANI,6026,"28,5","61,7",8,529
210112,PUNO,PUNO,PLATERÍA,7346,"31,8","66,4",7,387
210113,PUNO,PUNO,SAN ANTONIO,2697,"31,1","62,2",8,471
210114,PUNO,PUNO,TIQUILLACA,1620,29,"64,1",8,475
210115,PUNO,PUNO,VILQUE,2993,"40,6","74,3",6,152
21012,ÁNCASH,HUARI,RAHUAPAMPA,751,"20,7","40,2",12,1065
21013,ÁNCASH,HUARI,RAPAYAN,1461,"22,1","48,4",10,900
21014,ÁNCASH,HUARI,SAN MARCOS,19498,"14,2","35,4",14,1256
21015,ÁNCASH,HUARI,SAN PEDRO DE CHANA,2694,"28,6","52,5",9,691
21016,ÁNCASH,HUARI,UCO,1293,"27,7","52,5",9,708
210201,PUNO,AZÁNGARO,AZÁNGARO,31615,"32,7","53,2",9,609
210202,PUNO,AZÁNGARO,ACHAYA,2782,"33,4","55,2",8,565
210203,PUNO,AZÁNGARO,ARAPA,7130,"28,6",51,9,725
210204,PUNO,AZÁNGARO,ASILLO,14758,"32,1","52,8",9,622
210205,PUNO,AZÁNGARO,CAMINACA,2980,"28,6",51,9,726
210206,PUNO,AZÁNGARO,CHUPA,5756,"33,4","55,2",8,566
210207,PUNO,AZÁNGARO,JOSÉ DOMINGO CHOQUEHU,4767,"20,8",52,10,856
210208,PUNO,AZÁNGARO,MUÑANI,6867,"33,4","55,2",8,567
210209,PUNO,AZÁNGARO,POTONI,3637,"43,4","77,1",5,113
210210,PUNO,AZÁNGARO,SAMAN,9231,24,"45,8",10,915
210211,PUNO,AZÁNGARO,SAN ANTÓN,7352,"20,3",47,11,954
210212,PUNO,AZÁNGARO,SAN JOSÉ,4923,"31,4","58,6",8,532
210213,PUNO,AZÁNGARO,SAN JUAN DE SALINAS,2875,"28,6",51,9,727
210214,PUNO,AZÁNGARO,SANTIAGO DE PUPUJA,4509,"25,7","46,6",10,870
210215,PUNO,AZÁNGARO,TIRAPATA,2967,"25,7","46,6",10,871
210301,PUNO,CARABAYA,MACUSANI,14173,"39,7","64,9",7,286
210302,PUNO,CARABAYA,AJOYANI,2477,"32,9","69,1",7,337
210303,PUNO,CARABAYA,AYAPATA,9627,"27,3","60,3",8,585
210304,PUNO,CARABAYA,COASA,5932,"49,5","81,8",4,60
210305,PUNO,CARABAYA,CORANI,4735,"55,2","80,5",4,45
210306,PUNO,CARABAYA,CRUCERO,10095,"30,2","58,5",8,563
210307,PUNO,CARABAYA,ITUATA,8569,"30,2","65,9",8,423
210308,PUNO,CARABAYA,OLLACHEA,6544,30,"59,1",8,558
210309,PUNO,CARABAYA,SAN GABÁN,8135,"23,7","50,5",10,831
210310,PUNO,CARABAYA,USICAYOS,8586,"33,8","62,5",8,419
210401,PUNO,CHUCUITO,JULI,20420,"25,6","53,7",9,730
210402,PUNO,CHUCUITO,DESAGUADERO,13132,"34,2","67,2",7,346
210403,PUNO,CHUCUITO,HUACULLANI,8634,"38,1","66,6",7,282
210404,PUNO,CHUCUITO,KELLUYO,6411,"29,5","57,1",8,598
210405,PUNO,CHUCUITO,PISACOMA,8114,"29,8",66,8,429
210406,PUNO,CHUCUITO,POMATA,13999,"37,2","59,7",8,410
210407,PUNO,CHUCUITO,ZEPITA,17402,47,"68,9",6,148
210501,PUNO,EL COLLAO,ILAVE,48729,"33,8","47,2",9,692
210502,PUNO,EL COLLAO,CAPAZO,1107,"28,9","63,7",8,482
210503,PUNO,EL COLLAO,PILCUYO,10812,"21,1","51,5",10,861
210504,PUNO,EL COLLAO,SANTA ROSA,3220,"38,2","68,1",6,256
210505,PUNO,EL COLLAO,CONDURIRI,2419,"38,2","68,1",6,257
210601,PUNO,HUANCANÉ,HUANCANÉ,19050,"27,7","50,7",10,751
210602,PUNO,HUANCANÉ,COJATA,4007,25,"56,4",9,684
210603,PUNO,HUANCANÉ,HUATASANI,3140,"29,3","59,3",8,564
210604,PUNO,HUANCANÉ,INCHUPALLA,2598,"26,9","50,2",10,776
210605,PUNO,HUANCANÉ,PUSI,5097,"36,7","65,3",7,336
210606,PUNO,HUANCANÉ,ROSASPATA,4039,"26,9","50,2",10,777
210607,PUNO,HUANCANÉ,TARACO,13536,36,"64,2",7,356
210608,PUNO,HUANCANÉ,VILQUE CHICO,7490,"29,2","50,8",9,713
210701,PUNO,LAMPA,LAMPA,11783,"39,1","68,2",6,241
210702,PUNO,LAMPA,CABANILLA,5955,"30,6","59,9",8,523
210703,PUNO,LAMPA,CALAPUJA,1755,"35,8","71,2",6,247
210704,PUNO,LAMPA,NICASIO,2419,25,"51,6",10,783
210705,PUNO,LAMPA,OCUVIRI,2376,"20,5",43,11,1029
210706,PUNO,LAMPA,PALCA,1725,25,"51,6",10,784
210707,PUNO,LAMPA,PARATIA,2510,"20,5",43,11,1030
210708,PUNO,LAMPA,PUCARÁ,5442,"38,1","72,8",6,190
210709,PUNO,LAMPA,SANTA LUCIA,7445,"31,6","63,8",8,441
210710,PUNO,LAMPA,VILAVILA,1139,"32,9","68,8",7,341
210801,PUNO,MELGAR,AYAVIRI,25921,"23,3","42,3",11,985
210802,PUNO,MELGAR,ANTAUTA,5770,"28,3","53,1",9,686
210803,PUNO,MELGAR,CUPI,2031,"30,1","54,6",9,630
210804,PUNO,MELGAR,LLALLI,2513,"30,1","54,6",9,631
210805,PUNO,MELGAR,MACARI,7268,"35,4",76,6,185
210806,PUNO,MELGAR,NUÑOA,8374,"35,2","61,4",8,414
210807,PUNO,MELGAR,ORURILLO,7579,"32,9","73,6",6,251
210808,PUNO,MELGAR,SANTA ROSA,6353,31,59,8,534
210901,PUNO,MOHO,MOHO,10927,"37,1","59,1",8,421
210902,PUNO,MOHO,CONIMA,3263,"29,1","50,6",9,723
210903,PUNO,MOHO,HUAYRAPATA,2488,"44,7","83,8",4,76
210904,PUNO,MOHO,TILALI,2512,"29,1","50,6",9,724
211001,PUNO,SAN ANTONIO DE PUTI,PUTINA,13882,"33,6","61,4",8,443
211002,PUNO,SAN ANTONIO DE PUTI,ANANEA,11551,6,25,16,1571
211003,PUNO,SAN ANTONIO DE PUTI,PEDRO VILCA APAZA,1916,"36,3","73,6",6,202
211004,PUNO,SAN ANTONIO DE PUTI,QUILCAPUNCU,5541,"38,6",69,6,232
211005,PUNO,SAN ANTONIO DE PUTI,SINA,1844,"35,2","67,9",7,321
21101,ÁNCASH,HUARMEY,HUARMEY,27123,"7,9",20,17,1627
21102,ÁNCASH,HUARMEY,COCHAPETI,814,"28,1","55,3",9,649
21103,ÁNCASH,HUARMEY,CULEBRAS,3405,"6,4","21,3",17,1629
21104,ÁNCASH,HUARMEY,HUAYAN,961,"10,1","29,3",15,1443
21105,ÁNCASH,HUARMEY,MALVAS,763,"13,8","37,7",14,1229
211101,PUNO,SAN ROMÁN,JULIACA,252671,"16,6","26,7",14,1389
211102,PUNO,SAN ROMÁN,CABANA,5495,29,"61,4",8,525
211103,PUNO,SAN ROMÁN,CABANILLAS,4546,"11,3","59,7",10,893
211104,PUNO,SAN ROMÁN,CARACOTO,7479,"20,5","48,7",11,927
211105,PUNO,SAN ROMÁN,SAN MIGUEL,73839,"16,6","32,1",14,1279
211201,PUNO,SANDIA,SANDIA,11446,"21,3","47,3",11,939
211202,PUNO,SANDIA,CUYOCUYO,5633,"23,4","48,8",10,874
211203,PUNO,SANDIA,LIMBANI,3269,"34,1","56,7",8,515
211204,PUNO,SANDIA,PATAMBUCO,4212,37,"66,3",7,313
211205,PUNO,SANDIA,PHARA,6145,"16,5","46,8",12,1033
211206,PUNO,SANDIA,QUIACA,2308,"34,1","56,7",8,516
211207,PUNO,SANDIA,SAN JUAN DEL ORO,3235,"34,1","56,7",8,517
211208,PUNO,SANDIA,YANAHUAYA,2127,"16,5","46,8",12,1034
211209,PUNO,SANDIA,ALTO INAMBARI,7480,"25,9","47,1",10,853
211210,PUNO,SANDIA,SAN PEDRO DE PUTINA PUN,10233,"23,4","48,8",10,875
211301,PUNO,YUNGUYO,YUNGUYO,24795,"33,3",57,8,528
211302,PUNO,YUNGUYO,ANAPIA,1743,"38,4","75,7",6,164
211303,PUNO,YUNGUYO,COPANI,4930,"30,2","58,1",8,571
211304,PUNO,YUNGUYO,CUTURAPI,1344,"30,2","58,1",8,572
211305,PUNO,YUNGUYO,OLLARAYA,2579,"28,3","56,8",9,619
211306,PUNO,YUNGUYO,TINICACHI,876,"28,3","56,8",9,620
211307,PUNO,YUNGUYO,UNICACHI,849,"27,9","57,2",9,617
21201,ÁNCASH,HUAYLAS,CARAZ,26949,"17,5","32,2",14,1254
21202,ÁNCASH,HUAYLAS,HUALLANCA,1110,"30,9","55,5",9,601
21203,ÁNCASH,HUAYLAS,HUATA,1394,"42,7","65,3",6,225
21204,ÁNCASH,HUAYLAS,HUAYLAS,1697,17,"43,7",12,1072
21205,ÁNCASH,HUAYLAS,MATO,1967,"30,5","51,5",9,671
